ILI,definition,lemma_names,sentiment_SWN,sentiment_lexicon,sentiment_sa
ENG30-01729431-v,Proizvoditi muzičke tonove glasom.,['pevati'],"(0.0, 0.0)",positive,Objektivan
ENG30-13994148-n,Sloboda od kontrole ili uticaja drugog ili drugih.,"['nezavisnost', 'samosvojnost']","(0.0, 0.0)",positive,Objektivan
ENG30-04516672-n,Oruđe za praktičnu upotrebu (posebno u domaćinstvu).,['pribor'],"(0.0, 0.0)",positive,Objektivan
ENG30-03779370-n,Posuda u koji se uliva tečnost da se stvori dati oblik kada se stvrdne.,"['kalup', 'modla', 'model']","(0.0, 0.0)",positive,Odgovor
ENG30-14541677-n,stanje kada je čovek podložan opasnosti ili povredama,"['nebezbednost', 'nesigurnost', 'opasnost']","(0.0, 0.0)",negative,Negativan
ENG30-08075388-n,Ljudi zaokupljeni naročitim zanimanjem.,"['bratstvo', 'fela']","(0.0, 0.0)",positive,Objektivan
ENG30-01119169-v,"Pokrenuti napad ili uvredu na nekoga; početi sa neprijateljstvom, kao u slučaju rata.","['napasti', 'navaliti na koga', 'nasrnuti', 'navaliti']","(0.0, 0.0)",negative,Negativan
ENG30-02684971-a,koji se odnosi na ili koji naseljava božansko nebo,"['božanski', 'nebeski']","(0.0, 0.0)",positive,Objektivan
ENG30-02697116-a,koji se pojavljuje unutar države ili među građanima države,"['civilni', 'građanski']","(0.0, 0.0)",positive,Objektivan
ENG30-00620424-n,radnja mesara,"['klanica', 'mesara', 'mesarija']","(0.0, 0.0)",negative,Answer Ob
ENG30-01216004-v,šta čvrsto držati,"['držati', 'grabiti', 'zadržati', 'zgrabiti']","(0.0, 0.0)",negative,Objektan
ENG30-01125429-a,imati neželjene ili negativne kvalitete,"['loš', 'pokvaren']","(0.0, 0.0)",negative,Negativan
ENG30-09818343-n,Fizičar koji izučava astronomij.,['astronom'],"(0.0, 0.0)",positive,Objektivan
ENG30-02713715-a,Koji se odnosi ili je karakterističan za diplomatiju,['diplomatski'],"(0.0, 0.0)",positive,Objektivan
ENG30-02309165-v,fizički dati ili preneti,"['darivati', 'darovati', 'dati', 'davati', 'doneti', 'donositi', 'naneti', 'nanositi', 'poklanjati', 'pokloniti', 'predati', 'predavati', 'primeniti', 'primenjivati', 'pružati', 'pružiti', 'uručiti', 'uručivati', 'zadati', 'zadavati']","(0.0, 0.0)",positive,Odgovor
ENG30-07906284-n,žestoko piće dobijeno fermentacijom žitarica,['viski'],"(0.0, 0.0)",negative,Pozitivan
ENG30-01880673-v,šta poručivati udaranjem (npr. prstima ili palicama),"['bubnjati', 'dobovati', 'kucati', 'kuckati', 'lupati', 'lupkati', 'pokucati', 'tući', 'udarati', 'udariti', 'zabubnjati', 'zakucati']","(0.0, 0.0)",negative,Negativan
ENG30-00577068-n,"Proces ili niz aktivnosti, posebno praktične ili mehaničke prirode, koji su uključeni u određeni oblik rada.","['operacija', 'postupak']","(0.0, 0.0)",positive,Objektivan
ENG30-02150948-v,videti ili posmatrati,"['gledati', 'motriti', 'opaziti', 'osmatrati', 'pogledati', 'posmatrati', 'pratiti', 'promatrati', 'spaziti', 'ugledati', 'videti']","(0.0, 0.0)",positive,Objektan
ENG30-00222248-n,ubijanje osobe ili životinje,"['egzekucija', 'klanje', 'pogubljenje', 'ubijanje', 'ubistvo']","(0.0, 0.0)",negative,Negativan
ENG30-00739270-n,Nesposobnost delovanja s razboritosćću koje bi ispoljila razumna osoba pod istim uslovima.,"['nepažnja', 'nemar']","(0.0, 0.0)",negative,Negativan
ENG30-05730930-n,mrežna topologija čije su komponenet povezane na glavni računar,"['topologija zvezde', 'zvezda']","(0.0, 0.0)",positive,Objektivan
ENG30-04713118-n,kompatibilnost u mišljenju i djelovanju,"['harmonija', 'sklad', 'skladnost', 'usklađenost']","(0.0, 0.0)",positive,Pozitivan
ENG30-01983162-a,koji zaslužuje uvažavanje i poštovanje,"['častan', 'dobar', 'dobronameran', 'moralan', 'pošten', 'poštovan', 'pouzdan', 'siguran', 'ugledan', 'uredan', 'uvažen']","(0.0, 0.0)",positive,Pozitivan
ENG30-00203342-n,Čin odbijanja nečega.,['odbijanje'],"(0.0, 0.0)",negative,Negativan
ENG30-06338908-n,Identifikujuća reč ili reči pomoću kojih se neko ili nešto zove i klasifikuje ili razlikuje od drugih.,"['denominator', 'imenovanje']","(0.0, 0.0)",positive,Objektivan
ENG30-05669034-n,utvrđen običaj,"['navika', 'običaj', 'tradicija']","(0.0, 0.0)",negative,Objektivan
ENG30-00201906-v,cenzurisati kao npr. iz političkih razloga,"['zabraniti', 'cenzurisati']","(0.0, 0.0)",negative,Negativan
ENG30-02412440-n,Mlada ovca.,"['jagnje', 'janje', 'jaganjac', 'janjac']","(0.0, 0.0)",positive,Objektivan
ENG30-05890249-n,pojednostavljeni opis kompleksnog entiteta ili procesa,"['model', 'teorijski model']","(0.0, 0.0)",positive,Odgovor
ENG30-00962447-v,"Razmenjivati misli, pričati sa nekim.","['razgovarati', 'pričati', 'govoriti', 'kazivati']","(0.0, 0.0)",positive,Objektivan
ENG30-08078020-n,Socijalna jedinica koja živi zajedno.,"['porodica', 'familija', 'domaćinstvo']","(0.0, 0.0)",positive,Objektivan
ENG30-00843959-v,izneti optužujuću tvrdnju,['optužiti'],"(0.0, 0.0)",negative,Negativan
ENG30-02552449-v,Povratiti u izvorno stanje.,"['rekonstruisati', 'obnoviti']","(0.0, 0.0)",positive,Neutralan
ENG30-07428954-n,Pojava koja nastaje naglim oslobađanjem energije zbog lomljenja i kretanja litosfernih stenskih blokova i koja uzrokuje širenje seizmičkih talasa kroz Zemljinu koru.,"['zemljotres', 'potres', 'trus']","(0.0, 0.0)",negative,Objektivan
ENG30-04525038-n,"Svilenkasta, gusta, čupava tkanina, ravna sa poleđina.","['baršun', 'somot', 'pliš', 'kadifa']","(0.0, 0.0)",positive,Objektivan
ENG30-01688589-n,"Lepih i živih boja, jedan od najl;epših tropskih guštera; živi na Sundskim ostrvima i na poluostrvu Malaka; hrani se insektima.",['zmaj'],"(0.0, 0.0)",negative,Pozitivan
ENG30-07193184-n,traženje informacija,['ispitivanje'],"(0.0, 0.0)",negative,Objektivan
ENG30-14439745-n,stanje kada neko nije poštovan,"['nepoštovanje', 'prezrenje', 'sramota']","(0.0, 0.0)",negative,Negativan
ENG30-02949691-n,"Najrasprostranjenija nedozvoljana droga, smatra se lakom drogom; sastoji se od suvog lišća idijske konplje; puši se i žvaće,.","['marihuana', 'trava']","(0.0, 0.0)",negative,Negativan
ENG30-00734482-n,"nezakonito uplitanje u čiji tuđi posed (lična imovina kao i nekretnine), ili postupak pokrenut za povraćaj štete","['kršenje', 'prekoračenje', 'prekršaj', 'uzurpacija']","(0.0, 0.0)",negative,Negativan
ENG30-00634906-v,naći rešenje za nešto (problem ili pitanje),"['shvatiti', 'rešiti', 'savladati']","(0.0, 0.0)",positive,Neutralan
ENG30-00048374-n,Čin dolaska na određeno mesto.,['dolazak'],"(0.0, 0.0)",positive,Objektivan
ENG30-12864545-n,Neka od raznovrsnih biljaka iz roda Salvia; rasprostranjena trava.,['žalfija'],"(0.0, 0.0)",positive,Objektivan
ENG30-00119568-n,Čin skakanja; odvajanje tela od zemlje.,"['skok', 'odraz']","(0.0, 0.0)",positive,Neutralan
ENG30-02164913-a,sadrži nedovoljno materijala ili nema dovoljno značaja,"['slab', 'krhak', 'nejak', 'tanak', 'tanan']","(0.0, 0.0)",negative,Objektivan
ENG30-05706375-n,nedostatak pažnje (prema deci ili bespomoćnim ljudima),"['nehat', 'nemar', 'nemarnost', 'nepažljivost', 'nepažnja']","(0.0, 0.0)",negative,Negativan
ENG30-04916342-n,Osnovni ili suštinski atribut koji dele svi članovi klase.,['svojstvo'],"(0.0, 0.0)",positive,Objektivan
ENG30-03592245-n,kazneno-popravna ustanova koja se koristi za zadržavanje lica koja su pod zakonskim nadzorom vlade (bilo optuženi koji čekaju suđenje ili osuđene osobe na izdržavanju kazne),"['ćorka', 'tamnica', 'zatvor']","(0.0, 0.0)",negative,Negativan
ENG30-14001213-n,politička nezavisnost,"['autonomija', 'nezavisnost', 'samouprava', 'suverenitet']","(0.0, 0.0)",positive,Objektivan
ENG30-01390616-v,postaviti između dve površine i primeniti težinu ili pritisak,"['pritiskati', 'pritisnuti', 'stiskati', 'stisnuti']","(0.0, 0.0)",negative,Objektivan
ENG30-00014201-v,Tresti se kao od hladnoće ili straha.,"['drhtati', 'cvokotati', 'uzdrhtati']","(0.0, 0.0)",negative,Negativan
ENG30-03116530-n,sto ili neka horizontalna površina na kojoj se obavlja neki posao,['tezga'],"(0.0, 0.0)",negative,Objektivan
ENG30-13714184-n,Temperaturna jedinica na specifikovanoj skali.,"['stepen', 'stupanj']","(0.0, 0.0)",positive,Objektivan
ENG30-00807178-v,smatrati pogrešnim ili neprikladnim,"['ne odbriti', 'ne odobravati', 'odbaciti', 'odbacivati', 'odbijati', 'odbiti', 'zamerati', 'zameriti']","(0.0, 0.0)",negative,Negativan
SRP-1847515246,Ženka domaćeg psa (ili neke životinje iz porodice pasa).,"['kuja', 'kučka']","(0.0, 0.0)",negative,Objektivan
ENG30-00095121-n,čin okajanja greha ili nepravde (naročito putem umirivanja božanstva),['pokajanje'],"(0.0, 0.0)",negative,Negativan
ENG30-00912833-v,Izgovoriti veoma jakim glasom.,"['vriskati', 'vrištati', 'derati se']","(0.0, 0.0)",negative,Objektivan
ENG30-02447793-v,garantovati kako nešto ispunjava određeni standard,"['odobriti', 'potvrditi', 'potvrđivati', 'sertifikovati']","(0.0, 0.0)",positive,Objektivan
ENG30-01363648-v,"naneti na površinu, kao boju, šminku itd.","['naneti', 'namazati']","(0.0, 0.0)",negative,Objektivan
ENG30-03346455-n,otvoren ispust u zidu u podnožju dimnjaka gde se može paliti vatra,"['kamin', 'ognjište']","(0.0, 0.0)",positive,Objektivan
ENG30-01301410-v,Onesposobiti kretanje nekom tako što se smesti unutar nekih granica.,"['zadržati', 'zatvoriti']","(0.0, 0.0)",negative,Objektivan
ENG30-01315390-a,koji oseća zadovoljstvo ili radost,"['srećan', 'uveseljen']","(0.0, 0.0)",positive,Pozitivan
ENG30-03385557-n,Odbrambena struktura koja se sastoji od zidova ili rovova izgrađenih oko uporišta da bi se ono ojačalo.,"['utvrđenje', 'tvrđava']","(0.0, 0.0)",positive,Objektivan
ENG30-00099951-n,"prividni podvig, kakav naivni posmatrači smatraju za magičan","['iluzija', 'podvala', 'prevara', 'trik']","(0.0, 0.0)",negative,Negativan
ENG30-00161243-n,Čin biranja ili odabiranja.,"['izbor', 'odabir']","(0.0, 0.0)",positive,Objektivan
ENG30-02021905-a,Posedovanje materijalnih dobara.,['bogat'],"(0.0, 0.0)",positive,Objektivan
ENG30-04346428-n,svinjski obor,"['obor', 'svinjac', 'tor']","(0.0, 0.0)",negative,Odgovor
ENG30-05122557-n,Ono što jeste ili je povezano sa brojnijim od dva dela.,"['većina', 'glavnina']","(0.0, 0.0)",positive,Objektivan
ENG30-00505410-a,toliko eminentan da je iznad svakog poređenja,"['besprekoran', 'jedinstven', 'neprocenjiv', 'neuporediv']","(0.0, 0.0)",positive,Pozitivan
ENG30-00858781-v,"podsticati ili ohrabrivati, naročito povicima","['bodriti', 'inspirisati', 'podsticati', 'dovikivati', 'podstrekivati', 'podstaći', 'navijati']","(0.0, 0.0)",positive,Odgovor
ENG30-00748282-v,nametnuti nešto neprijatno,"['nametati', 'nametnuti', 'naneti', 'naneti bol', 'nanositi']","(0.0, 0.0)",negative,Negativan
ENG30-00224738-n,čin davanja otrova osobi ili životinji s namerom da se ubije,['trovanje'],"(0.0, 0.0)",negative,Negativan
ENG30-02519991-v,za šta reparacije ili popravke praviti,"['dati naknadu za', 'davati naknadu za', 'ispraviti', 'ispravljati', 'kompenzirati', 'kompenzovati', 'korigovati', 'nadoknaditi', 'nadoknađivati', 'odštetiti', 'podešavati', 'podesiti', 'popraviti', 'popravljati']","(0.0, 0.0)",positive,Neutralan
ENG30-00920336-v,"otkriti, saznati ili odrediti sa sigurnošću, obično istraživanjem ili kakvim drugim naporom","['čuti', 'ispitati', 'kontrolisati', 'naučiti', 'odrediti', 'otkriti', 'otkrivati', 'pregledati', 'prekontrolisati', 'proveravati', 'proveriti', 'saznati', 'saznavati', 'shvatati', 'shvatiti', 'učiti', 'utvrditi', 'utvrđivati']","(0.0, 0.0)",negative,Objektivan
ENG30-02227487-v,okrenuti se od; odustati,"['manuti se', 'napuštati', 'napustiti', 'odreći se', 'odricati se', 'odustajati', 'odustati', 'ostaviti', 'ostavljati', 'predati', 'predavati', 'prepuštati', 'prepustiti', 'puštati', 'pustiti', 'ustupati', 'ustupiti']","(0.0, 0.0)",negative,Negativan
ENG30-09622302-n,osoba koja voli ili je voljena,"['ljubavnik', 'ljubavnica']","(0.0, 0.0)",positive,Pozitivan
ENG30-03777283-n,predstava nečega; obično u manjim razmerama,"['model', 'simulacija']","(0.0, 0.0)",positive,Objektivan
ENG30-00194912-v,poseći šumu,"['ogoliti', 'opustiti', 'opustošiti']","(0.0, 0.0)",negative,Ne postoji do
ENG30-00737070-n,čin neprikladne intimnosti,"['familijarnost', 'intimiziranje', 'intimnost', 'nepodobnost', 'sloboda']","(0.0, 0.0)",positive,Negativan
ENG30-00751779-n,iznošenje laži pomoću nejasnog ili dvosmislenog jezika,"['izbegavanje', 'izvrdavanje', 'vrdanje']","(0.0, 0.0)",negative,Negativan
ENG30-05857781-n,"promenljiva u logičkom ili matematičkom izrazu čija vrednost određuje zavisne promenjive; ako je f(x)=y, onda je x nezavisna promenljiva",['argument'],"(0.0, 0.0)",negative,Objektivan
ENG30-03785499-n,zgrada (ili prostorija) gde se mrtva tela drže pre sahrane ili kremacije,['mrtvačnica'],"(0.0, 0.0)",negative,Negativan
ENG30-00742645-n,"Beskorisna aktivnost; koristiti, rasipati ili trošiti bez razmišljana i neodgovorno.","['traćenje', 'rasipanje']","(0.0, 0.0)",negative,Negativan
ENG30-02624263-v,nastati; kakvu formu ili oblik preuzeti,"['dignuti se', 'dizati se', 'doći', 'dolaziti', 'evoluirati', 'graditi se', 'iskrsavati', 'iskrsnuti', 'izaći', 'izbijati', 'izbiti', 'izgraditi se', 'izići', 'izlaziti', 'izrasti', 'narastati', 'narasti', 'nastajati', 'nastati', 'pojaviti se', 'pojavljivati se', 'porasti', 'poteći', 'poticati', 'proizići', 'proizilaziti', 'rasti', 'razvijati se', 'razviti se']","(0.0, 0.0)",positive,Objektivan
ENG30-01046059-v,"oglašavati se (kao vetar, voda ili vozila)","['urlati', 'zavijati']","(0.0, 0.0)",negative,Neutralan
ENG30-00309310-v,Rasprsnuti se iznenada.,"['prsnuti', 'puknuti']","(0.0, 0.0)",negative,Neutralan
ENG30-07570720-n,Izvor supstanci koje hrane telo.,['hrana'],"(0.0, 0.0)",positive,Odgovor
ENG30-09871364-n,Čovek koji je ljubavnik devojci ili mladoj ženi.,"['dečko', 'momak']","(0.0, 0.0)",negative,Pozitivan
ENG30-14435445-n,status velike uvaženosti zbog istaknute superiornosti,"['eminencija', 'istaknutost', 'odlika', 'prominentnost', 'reputacija', 'ugled', 'uvaženost']","(0.0, 0.0)",positive,Pozitivan
ENG30-05682950-n,Osećaj zanimanja i zainteresovanosti za nekoga ili nešto.,"['zainteresovanost', 'interes', 'zanimanje', 'interesovanje']","(0.0, 0.0)",positive,Objektivan
ENG30-00424934-n,"brutalan, varvarski i divljački čin","['barbarstvo', 'brutalnost', 'divljaštvo', 'gnusnost', 'huliganstvo', 'vandalizam', 'varvarizam', 'varvarstvo', 'zločin']","(0.0, 0.0)",negative,Negativan
ENG30-01220336-n,oštar napad na čiju ličnost ili dobro ime,"['kleveta', 'klevetanje', 'omalovažavanje']","(0.0, 0.0)",negative,Negativan
ENG30-01882814-v,"Kretati se ili uzrokovati kretanje u krivudavom, spiralnom ili kružnom toku.","['vijugati', 'zavijati', 'krivudati']","(0.0, 0.0)",negative,Objektivan
ENG30-05217168-n,Razna imena za telo ljudskog bića.,"['anatomija', 'figura', 'oblik', 'čovekovo telo']","(0.0, 0.0)",positive,Objektivan
ENG30-09770949-n,Neko ko upravlja firmom.,"['administrator', 'upravljač', 'upravitelj', 'upravnik']","(0.0, 0.0)",negative,Objektivan
ENG30-02272549-v,"Nešto uzeti kao svoje silom, na primer, posle invazije.","['zgrabiti', 'osvojiti', 'uzeti']","(0.0, 0.0)",negative,Negativan
ENG30-00377002-v,Pretrpeti gorenje.,['goreti'],"(0.0, 0.0)",negative,Negativan
ENG30-03064758-n,kutija u kojoj je leš pokopan ili kremiran,"['kovčeg', 'mrtvački kovčeg', 'sanduk']","(0.0, 0.0)",negative,Negativan
ENG30-05218119-n,Mrtvo telo ljudskog bića.,"['leš', 'mrtvac', 'truplo', 'ostaci', 'pokojnik']","(0.0, 0.0)",negative,Negativan
ENG30-06351613-n,svaki sistem pisanih znakova,['pismo'],"(0.0, 0.0)",negative,Objektivan
ENG30-04157320-n,trodimenzionalni rad plastične umetnosti,"['skulptura', 'statua']","(0.0, 0.0)",positive,Objektivan
ENG30-10423589-n,Specijalista u filozofiji.,['filozof'],"(0.0, 0.0)",positive,Objektan
ENG30-02912065-n,Komad nameštaja koji stoji sa strane u dnevnoj sobi; ima police i ladice.,"['bife', 'kredenac']","(0.0, 0.0)",negative,Objektivan
ENG30-07270179-n,Prepoznatljiv simbol.,"['znak', 'beleg']","(0.0, 0.0)",negative,Objektivan
ENG30-00053691-a,"onaj koji poseduje svojstvo lepljenja, priljubljivanja","['lepljiv', 'prionljiv']","(0.0, 0.0)",negative,Pozitivan
ENG30-01076046-n,Čin zaustavljanja nečega.,"['zaustavljanje', 'blokada']","(0.0, 0.0)",negative,Objektivan
ENG30-00230444-b,koji pokazuje odobravanje,"['povoljno', 'pogodno']","(0.0, 0.0)",positive,Pozitivan
ENG30-06213688-n,princip prema kome kakva vlada uživa potpunu i neograničenu moć ,"['apsolutizam', 'despotizam', 'diktatura', 'monokratija', 'tiranija', 'totalitarizam']","(0.0, 0.0)",negative,Neutralan
ENG30-01986869-v,Učiniti da nešto potone.,['potopiti'],"(0.0, 0.0)",negative,Objektivan
ENG30-10007109-n,"nelojalna osoba koja izdaje ili napušta svoje principe, religiju, političku partiju, prijatelja, itd.","['izdajica', 'izdajnik', 'otpadnik']","(0.0, 0.0)",negative,Negativan
ENG30-01605630-n,Dnevna ptica grabljivica koja obično ima kratka zobljena krila i dug rep.,['jastreb'],"(0.0, 0.0)",negative,Objektivan
ENG30-07954014-n,broj ili količina sa kojom se postupa kao sa jedinicom,['blok'],"(0.0, 0.0)",negative,Objektivan
ENG30-00602805-v,"proći trening ili obuku radi pripreme za određenu ulogu, funkciju ili profesiju","['dresirati', 'obrazovati', 'obučavati', 'obučiti', 'osposobiti', 'osposobljavati', 'podučavati', 'pripremiti', 'razviti', 'školovati', 'trenirati']","(0.0, 0.0)",positive,Objektivan
ENG30-14434681-n,istaknuti status,"['eminencija', 'istaknutost', 'prominentnost', 'reputacija', 'ugled', 'uvaženost', 'važnost', 'veličina']","(0.0, 0.0)",positive,Odgovor
ENG30-01480149-v,"Uhvatiti lovljenjem, mamcima ili zamkama.","['uloviti', 'uhvatiti']","(0.0, 0.0)",negative,Negativan
ENG30-08111783-n,"Društvo u naprednom stadijumu razvoja (na primer, sa složenim zakonskim, političkim i religijskim organizacijama.",['civilizacija'],"(0.0, 0.0)",positive,Objektivan
ENG30-00770437-v,Izazvati da se nešto uradi; izazvati nekoga da se ponaša na određeni način.,"['potaknuti', 'navesti', 'nagovoriti', 'nagnati', 'podstaknuti']","(0.0, 0.0)",negative,Objektivan
ENG30-02228163-a,onaj koji je kompetentan u mnogim oblastima i sposoban da se lako prebacuje sa jedne teme na drugu;,['svestran'],"(0.0, 0.0)",positive,Objektivan
ENG30-07575984-n,"lak večernji obrok, služi se u ranim večernjim satima i kasno, pred spavanje",['večera'],"(0.0, 0.0)",positive,Objektivan
ENG30-00116376-n,Čin kojim se nešto podiže.,['podizanje'],"(0.0, 0.0)",positive,Odgovor
ENG30-00792471-v,"Narediti, zahtevati ili naložiti nekome da dođe.",['pozvati'],"(0.0, 0.0)",positive,Objektivan
ENG30-02451370-v,Biti smetnja ili prepreka nečemu.,"['usporiti', 'sprečavati']","(0.0, 0.0)",negative,Negativan
ENG30-00375865-v,Zamrznuti ostatke hrane.,['zamrznuti'],"(0.0, 0.0)",negative,Negativan
ENG30-04847298-n,osobina da se radi ono što je ispravno i da se izbegava ono što nije,"['čestitost', 'ispravnost', 'moralnost', 'vrlina']","(0.0, 0.0)",positive,Objektivan
ENG30-00633329-n,marljiv napor,['marljivost'],"(0.0, 0.0)",positive,Objektivan
ENG30-15221596-n,Dan kada se slavi neki svetac.,['svetac'],"(0.0, 0.0)",positive,Objektivan
ENG30-07307754-n,Iznenadno ispuštanje energije.,['izbijanje'],"(0.0, 0.0)",negative,Negativan
ENG30-05770058-n,Ispitivanje alternativnih pretpostavki.,"['potraga', 'traženje']","(0.0, 0.0)",positive,Objektivan
ENG30-01982646-a,koji ima dobru reputaciju,"['na dobrom glasu', 'pouzdan', 'ugledan']","(0.0, 0.0)",positive,Odgovor
ENG30-00700517-v,Odrediti ili tražiti određenu cenu.,['naplaćivati'],"(0.0, 0.0)",negative,Objektivan
ENG30-01639765-n,"Bezrepi vodozemac koji živi i u vodi i na suvom, ima vrlo razvijene zadnje noge prilagođene za skakanje.",['žaba'],"(0.0, 0.0)",negative,Objektivan
ENG30-07406765-n,"stabilni tok, prirodno prouzrokovan",['struja'],"(0.0, 0.0)",positive,Objektivan
ENG30-05651242-n,usvojene reči nekog govornika jezika,"['rečnik', 'leksika']","(0.0, 0.0)",positive,Objektivan
ENG30-08643933-n,sigurno mesto,"['utočište', 'pribežište']","(0.0, 0.0)",positive,Pozitivan
ENG30-02186153-n,Bilo koji parazitski insekt bez krila koji sisa krv i može da skače.,['buva'],"(0.0, 0.0)",negative,Negativan
ENG30-01139194-n,čin izdavanja formalnog (obično pisanog) ovlašćenja,"['dopuštenje', 'dozvola', 'licenca', 'odobrenje', 'zvanična pisana izjava koja vam daje pravo da uradite nešto v. dozvoliti']","(0.0, 0.0)",positive,Objektivan
ENG30-01179707-n,nepokoravanje,"['nepokoravanje', 'neposlušnost']","(0.0, 0.0)",negative,Ne postoji do
ENG30-02506546-v,Prisiliti ili obavezati nekoga da uradi nešto.,"['obavezati', 'primorati']","(0.0, 0.0)",negative,Negativan
ENG30-04951373-n,vizuelni efekat osvetljavanja na predmetima ili scenama kao što se prikazuje na slikama,"['svetlost', 'svetlo']","(0.0, 0.0)",positive,Objektivan
ENG30-04671075-n,konzistentnost nečega što ej čvrsto,"['čvrstoća', 'čvrstina']","(0.0, 0.0)",positive,Objektivan
ENG30-03649459-n,Organ koji vodi sudske poslove.,"['sud', 'tribunal']","(0.0, 0.0)",negative,Objektivan
ENG30-02116980-v,provocirati ili uzbuditi,"['delovati na', 'izazivati', 'izazvati', 'izvršiti uticaj', 'uplivisati', 'uticati', 'uzbuditi', 'uzbuđivati', 'vršiti uticaj']","(0.0, 0.0)",positive,Neutralan
ENG30-07109196-n,Komunikacija izgovorenim rečima.,"['govor', 'govorni jezik']","(0.0, 0.0)",positive,Objektivan
ENG30-00809465-n,Čin posedovanja.,['posedovanje'],"(0.0, 0.0)",negative,Objektivan
ENG30-00418364-a,potpuno uredan i čist,"['besprekoran', 'čist', 'neumrljan', 'uredan']","(0.0, 0.0)",positive,Pozitivan
SRP-1847515246,Ženka domaćeg psa (ili neke životinje iz porodice pasa).,"['kuja', 'kučka']","(0.0, 0.0)",negative,Objektivan
ENG30-07132415-n,artikulacija govora koja se posmatra sa stanovišta toga hoće li ga publika razumeti,"['dikcija', 'izgovor']","(0.0, 0.0)",negative,Objektivan
ENG30-01816844-v,učiniti zadovoljnim,['zadovoljiti'],"(0.0, 0.0)",positive,Odgovor
ENG30-10007109-n,"nelojalna osoba koja izdaje ili napušta svoje principe, religiju, političku partiju, prijatelja, itd.","['izdajica', 'izdajnik', 'otpadnik']","(0.0, 0.0)",negative,Negativan
ENG30-08558155-n,Zemlja kojom vlada kralj ili kraljica.,"['kraljevstvo', 'kraljevina']","(0.0, 0.0)",positive,Objektivan
ENG30-08318691-n,nacionalna zakonodavna skupština,"['kongres', 'skupština']","(0.0, 0.0)",positive,Odgovor
ENG30-08617963-n,najviša tačka planine ili uzvišenja,['vrh'],"(0.0, 0.0)",positive,Objektivan
ENG30-09214581-n,sve što služi tome da šta razdvojenim zadrži ometanjem vida ili pristupa,"['barijera', 'barikada', 'pregrada', 'prepona', 'prepreka', 'zid']","(0.0, 0.0)",negative,Objektivan
ENG30-14437552-n,"stanje kada je neko izuzetno uvažen (cenjen, poštovan ili na dobrom glasu)","['divljenje', 'dobar glas', 'poštovanje', 'reputacija', 'respekt', 'uvažavanje']","(0.0, 0.0)",positive,Pozitivan
ENG30-01249315-n,formalni čin oslobađanja nekoga,"['amnestija', 'pomilovanje']","(0.0, 0.0)",positive,Objektivan
ENG30-01976841-v,Padati okomito.,"['pasti', 'padati']","(0.0, 0.0)",negative,Objektivan
ENG30-00120784-a,biti ili imati nepoznat ili neimenovan izvor,"['neidentifikovan', 'neimenovan', 'neodređen', 'nepoznat', 'nespecifikovan', 'skriven']","(0.0, 0.0)",negative,Objektivan
ENG30-04213626-n,Spoljnja površina nekog objekta.,['strana'],"(0.0, 0.0)",negative,Objektivan
ENG30-01963571-n,Morski ili rečni dvoškoljkaš koji živi pričvršćen za stene.,['školjka'],"(0.0, 0.0)",negative,Objektivan
ENG30-11473954-n,Elektromagnetno zračenje koje proizvodi vizuelni osećaj (u fizici).,"['svetlosno zračenje', 'svetlost']","(0.0, 0.0)",positive,Objektivan
ENG30-04157320-n,trodimenzionalni rad plastične umetnosti,"['skulptura', 'statua']","(0.0, 0.0)",positive,Objektivan
ENG30-01170962-n,Čin borbe; bilo kakvo nadmetanje ili sukob.,"['borba', 'bitka']","(0.0, 0.0)",negative,Objektivan
ENG30-08075287-n,klasa ljudi koji se bave proizvodnjom hrane,"['agrikultura', 'agrobiznis', 'poljoprivreda', 'zemljoradnja']","(0.0, 0.0)",positive,Odgovor
ENG30-00729285-n,zadatak dodeljen za pojedinačne studije,['lekcija'],"(0.0, 0.0)",positive,Objektivan
ENG30-00720565-n,Akcije ili aktivnosti koje su dodeljene ili se zahtevaju od osobe ili grupe.,"['funkcija', 'uloga']","(0.0, 0.0)",positive,Objektivan
BILI-00000941,"Glasno izražavati žalost, zapevati, tužiti.",['naricati'],"(0.0, 0.0)",negative,Negativan
ENG30-00757856-v,napustiti svoja uverenja ili veze,"['izdati', 'napustiti']","(0.0, 0.0)",negative,Neutralan
ENG30-04202417-n,Trgovačka firma za maloprodaju robe i usluga.,"['radnja', 'trgovina']","(0.0, 0.0)",negative,Objektivan
ENG30-03322099-n,zgrade na farmi i obradžena zemlja kao jedinica,"['farma', 'dobro']","(0.0, 0.0)",positive,Objektivan
ENG30-00079018-n,sticanje nečega plaćanjem,"['kupovina', 'nabavka']","(0.0, 0.0)",positive,Objectivan
ENG30-03387016-n,Najniža podrška strukturi.,"['osnov', 'temelj', 'baza']","(0.0, 0.0)",positive,Negativan
ENG30-11420831-n,Usmereni niz komponenata emisije talasa.,['spektar'],"(0.0, 0.0)",negative,Objektivan
ENG30-06202686-n,Težnja da se jednako odvagnu oba pogleda ili stava.,"['nepristrasnost', 'objektivnost']","(0.0, 0.0)",positive,Objektivan
ENG30-00020827-n,ono što ima masu i zauzima prostor,['materija'],"(0.0, 0.0)",positive,Objektivan
ENG30-03176594-n,preparat koji se nanosi na kožu kako bi zaklonio neprijatne mirise,"['dezodorans', 'miris']","(0.0, 0.0)",negative,Neutralan
