ILI,definition,lemma_names,sentiment_SWN,sentiment_lexicon,sentiment_sa
ENG30-00099951-n,"prividni podvig, kakav naivni posmatrači smatraju za magičan","['iluzija', 'podvala', 'prevara', 'trik']","(0.0, 0.0)",negative,Neutralan
ENG30-07241551-n,neka beseda,['govor'],"(0.0, 0.0)",positive,Negativan
ENG30-01922303-n,bilo koja od brojnih relativno malih izduženih mekih životinja posebno redova Annelida i Chaetognatha i Nematoda i Nemertea i Platyhelminthes; takođe i mnoge larve insekata,['crv'],"(0.0, 0.0)",negative,Neutralan
ENG30-01729431-v,Proizvoditi muzičke tonove glasom.,['pevati'],"(0.0, 0.0)",positive,Neutralan
ENG30-00685683-v,Ne pristati na prihvatanje ili priznanje nečega.,['odbaciti'],"(0.0, 0.0)",negative,Negativan
ENG30-09623038-n,"Osoba koja upravlja drugima, vodi ili ili isnpiriše.","['vođa', 'predvodnik']","(0.0, 0.0)",positive,Pozitivan
ENG30-00707366-a,čvrste i snažne konstitucije i građe; istrajan,"['čvrst', 'kršan', 'krševit', 'robustan']","(0.0, 0.0)",positive,Neutralan
ENG30-02701210-v,biti sposoban držati ili sadržavati,"['prihvatati', 'prihvatiti', 'primati', 'primiti', 'sadržati', 'sadržavati']","(0.0, 0.0)",positive,Neutralan
ENG30-00035465-a,Pun aktivnosti ili uključen u neprestane aktivnosti.,['aktivan'],"(0.0, 0.0)",positive,Neutralan
ENG30-14475661-n,stanje nesreće ili nevolje,"['nedaća', 'nesreća', 'nevolja', 'tegoba', 'teškoća']","(0.0, 0.0)",negative,Negativan
ENG30-07302836-n,Događaj gorenja (često destruktivnog).,['požar'],"(0.0, 0.0)",negative,Negativan
ENG30-13165815-n,"glavni nadzemni deo drveta, obično pokrivena korom; deo drveta koji se koristi kao materijal za gradnju",['stablo'],"(0.0, 0.0)",negative,negativan
ENG30-00170332-b,u suprotnom položaju,['suprotno'],"(0.0, 0.0)",negative,Negativan
ENG30-07132415-n,artikulacija govora koja se posmatra sa stanovišta toga hoće li ga publika razumeti,"['dikcija', 'izgovor']","(0.0, 0.0)",negative,Neutralan
ENG30-09335240-n,Materija iz gornjeg sloja Zelmljine površine na kojoj mogu da rastu biljke (posebno kada se radi o njenom kvalitetu ili korišćenju).,"['zemlja', 'tlo']","(0.0, 0.0)",negative,Neutralan
ENG30-07820497-n,"Aromatična trava sa sivozelenim lišćem koja se koristi sveža ili osušena za jaka mesa i masnu ribu, jer se onda lakše vare.",['žalfija'],"(0.0, 0.0)",positive,Neutralan
ENG30-10021892-n,osoba koja ima doktorat neke akademske institucije,"['doktor', 'dr']","(0.0, 0.0)",positive,Neutralan
ENG30-10780632-n,"Udara žena, čovekova partnerka u braku.","['udata žena', 'supruga', 'drugarica']","(0.0, 0.0)",positive,Negativan
ENG30-00604930-v,biti zamena ili rezerva za kakvu ulogu,"['rezerva', 'zamena']","(0.0, 0.0)",positive,Neutralan
ENG30-07243837-n,"Obraćanje religiozne prirode, obično za vreme verske službe.",['propoved'],"(0.0, 0.0)",positive,Neutralan
ENG30-06613056-n,pasaž ili izraz koje se navodi ili citira,"['navod', 'citat']","(0.0, 0.0)",negative,Neutralan
ENG30-06828389-n,karakter nalik na zvezdu (*) koji se koristi u štampanim tekstovima,"['asterisk', 'zvezdica', 'zvezda']","(0.0, 0.0)",positive,Neutralan
ENG30-00486018-v,dovesti do zaključka ili dovesti do uspešnog razrešenja,"['ispuniti', 'izvesti', 'izvršiti', 'obaviti', 'ostvariti', 'sprovesti']","(0.0, 0.0)",positive,Neutralan
ENG30-01254912-v,"odvojiti okolno živo tkivo, kao u abortusu.","['očistiti', 'odstraniti']","(0.0, 0.0)",positive,Negativan
ENG30-00796976-v,odbiti s gnušanjem,"['odbaciti', 'odbacivati', 'odbijati', 'odbiti', 'prezirati', 'prezreti']","(0.0, 0.0)",negative,Negativan
ENG30-02423183-v,učiniti nešto mogućim preko neke specifične akcije,['omogućiti'],"(0.0, 0.0)",positive,nezakonичno
ENG30-04840405-n,ljubazan i blag stav prema ljudima,"['milosrđe', 'milostivost', 'velikodušnost']","(0.0, 0.0)",positive,nezakonичan
ENG30-00130778-a,O onome što je bliže glavi ili prednjem delu tela.,['prednji'],"(0.0, 0.0)",positive,Neutralan
ENG30-06325145-n,"funkcionalna reč koja se kombinuje sa imenicom, zamenicom ili imeničkom sintagmom dajući tako predloško-padežnu konstrukciju koja može imati pridevsku ili prilošku funkciju",['predlog'],"(0.0, 0.0)",positive,Neutralan
ENG30-00746116-n,nepravedno ili izdajničko ponašanje (posebno takvo koje uključujenasilje),"['faul', 'izdaja', 'nekorektnost']","(0.0, 0.0)",negative,Negativan
ENG30-00721437-v,napraviti kakvo otkriće,"['izneti na videlo', 'iznositi na videlo', 'izumeti', 'izumevati', 'naći', 'obznaniti', 'obznanjivati', 'opažati', 'opaziti', 'otkriti', 'otkrivati', 'pronaći', 'pronalaziti', 'uočiti', 'utvrditi', 'utvrđivati']","(0.0, 0.0)",positive,Negativan
ENG30-00603298-v,Pripremati za budući zadatak ili karijeru.,"['razviti', 'obrazovati', 'obučiti']","(0.0, 0.0)",positive,Neutralan
ENG30-01258302-v,svaliti (kao stabla i ljude),"['oboriti', 'srušiti', 'poseći']","(0.0, 0.0)",negative,Negativan
ENG30-00801125-n,usklađena kampanja koja za cilj ima da okonča nešto što je štetno,"['akcija', 'kampanja']","(0.0, 0.0)",negative,nezakonsavan
ENG30-05699770-n,nesigurno stanje uma,['neodlučnost'],"(0.0, 0.0)",negative,Negativan
ENG30-02240151-v,"u vezi sa humanitarnom pomoći, uslugama itd.","['osigurati', 'obezbediti']","(0.0, 0.0)",positive,Neutralan
ENG30-00562280-n,Ometanje nečijeg puta.,"['opstrukcija', 'smetnja']","(0.0, 0.0)",negative,Negativan
ENG30-00981830-n,operacija prikupljanja informacija o neprijatelju,"['inteligencija', 'špijunaža']","(0.0, 0.0)",positive,Negativan
ENG30-07223450-n,"Ogovaranje koje se prenosi usmenim putem, a obično prestavlja mešavinu istine i laži.",['glasina'],"(0.0, 0.0)",negative,Negativan
ENG30-02164913-a,sadrži nedovoljno materijala ili nema dovoljno značaja,"['slab', 'krhak', 'nejak', 'tanak', 'tanan']","(0.0, 0.0)",negative,Negativan
ENG30-02377181-n,Nekastrirani mužjak konja.,['pastuv'],"(0.0, 0.0)",positive,Negativan
ENG30-01022483-n,"Čin prekidanja, privremenog ili stalnog.","['prekidanje', 'obustava']","(0.0, 0.0)",negative,Negativan
ENG30-02642814-v,Zadržati za neko kasnije vreme.,"['odlagati', 'odložiti', 'odgoditi', 'odgađati']","(0.0, 0.0)",negative,Neutralan
ENG30-00035189-n,Radnja kojom se nešto postiže.,"['ostvarenje', 'realizacija', 'postignuće']","(0.0, 0.0)",positive,Neutralan
ENG30-03158885-n,kratki nož sa špicastim sečivom koji se koristi za probijanje ili ubadanje,"['bodež', 'nož']","(0.0, 0.0)",negative,Negativan
ENG30-05196582-n,Moć ili pravo da se izdaju naređenja ili da se odlučuje.,"['autoritet', 'ovlaštenje', 'ovlašćenje', 'ovlast']","(0.0, 0.0)",positive,Negativan
ENG30-00094460-v,promeniti se (u pogledu fizičkih karakteristika i atributa),"['dobiti', 'doći u stanje', 'evoluirati', 'izgraditi', 'izgraditi se', 'narasti', 'postati', 'rasti', 'razvijati', 'razvijati se', 'razviti', 'razviti se', 'steći', 'usvojiti', 'zadobiti', 'zaraditi']","(0.0, 0.0)",positive,Neutralan
ENG30-00452512-v,"Učiniti da nešto bude puno, može i u metaforičnom značenju.","['napuniti', 'ispuniti']","(0.0, 0.0)",positive,Neutralan
ENG30-09296121-n,deo mora ili okeana koji je većim delom okružen kopnom,['zaliv'],"(0.0, 0.0)",positive,Neutralan
ENG30-00424934-n,"brutalan, varvarski i divljački čin","['barbarstvo', 'brutalnost', 'divljaštvo', 'gnusnost', 'huliganstvo', 'vandalizam', 'varvarizam', 'varvarstvo', 'zločin']","(0.0, 0.0)",negative,Negativan
ENG30-06599788-n,Tematski sadržaj razgovora ili diskusije.,"['tema', 'tematika', 'predmet']","(0.0, 0.0)",positive,Neutralan
ENG30-03088164-n,kontraceptivni uređaj koji se sastoji od tanke gume ili lateksne prevlake koja se nosi preko penisa tokom seksa,"['gumica', 'higijenska gumica', 'kondom', 'kurton', 'prezervativ', 'zaštita']","(0.0, 0.0)",positive,negativan
ENG30-00253577-n,Očišćenje tela korišćenjem purgativa koji stimulišu pražnjenje creva.,"['katarza', 'čišćenje']","(0.0, 0.0)",positive,Negativan
ENG30-14686186-n,"Nekada se smatralo da je to jedan od četiri elementa od kojih se sastoji svemir (po Empedoklu, arhaično).",['vatra'],"(0.0, 0.0)",negative,Neutralan
ENG30-01069980-n,uzdržavanje od hrane,['post'],"(0.0, 0.0)",negative,Neutralan
ENG30-03030035-n,duvan namotan za pušenje,"['cigara', 'cigareta']","(0.0, 0.0)",negative,Negativan
ENG30-05706228-n,nedostatak pažnje,['nepažnja'],"(0.0, 0.0)",negative,Negativan
ENG30-13994148-n,Sloboda od kontrole ili uticaja drugog ili drugih.,"['nezavisnost', 'samosvojnost']","(0.0, 0.0)",positive,Negativan
ENG30-14440875-n,stanje degeneracije mentalnih ili moralnih kvaliteta,"['degeneracija', 'dekadencija', 'izopačenje', 'korupcija', 'propadanje']","(0.0, 0.0)",negative,Negativan
ENG30-13440063-n,Organski proces koji se odigrava u telu.,"['funkcija', 'telesna funkcija']","(0.0, 0.0)",positive,Neutralan
ENG30-00613683-v,"ostaviti nešto za sobom, bilo namerno bilo nemarom ili zaboravnošću","['napuštati', 'napustiti', 'ostaviti', 'ostavljati', 'zaboraviti', 'zaboravljati']","(0.0, 0.0)",negative,Negativan
ENG30-01546111-v,Biti u uspravnom položaju.,['stajati'],"(0.0, 0.0)",positive,Neutralan
ENG30-00959376-n,Manja kratkotrajna bitka.,"['okršaj', 'sukob', 'čarka']","(0.0, 0.0)",negative,Negativan
ENG30-00172710-n,Kako se dobija neki rezultat ili postiže neki cilj.,"['sredstvo', 'način']","(0.0, 0.0)",positive,Neutralan
ENG30-00792471-v,"Narediti, zahtevati ili naložiti nekome da dođe.",['pozvati'],"(0.0, 0.0)",positive,Negativan
ENG30-13957601-n,Stanje u kme je nešto prisutno.,['prisustvo'],"(0.0, 0.0)",positive,Neutralan
ENG30-01476483-v,blokirati prolaz,['blokirati'],"(0.0, 0.0)",negative,Negativan
ENG30-07754451-n,okrugao plod sa hlebnom teksturom mesa; jede se kuvan ili pečen,['kesten'],"(0.0, 0.0)",negative,Neutralan
ENG30-00471711-v,prekinuti ili izbaciti,"['eliminirati', 'eliminisati', 'isključiti', 'odstraniti', 'osloboditi čega', 'osloboditi se', 'otarasiti se', 'ukinuti', 'ukloniti', 'uništiti', 'zatrti']","(0.0, 0.0)",negative,Negativan
ENG30-07945657-n,"onaj koji više nije živ; ""zakopali su mrtve""","['mrtvac', 'leš', 'truplo']","(0.0, 0.0)",negative,Negativan
ENG30-04671075-n,konzistentnost nečega što ej čvrsto,"['čvrstoća', 'čvrstina']","(0.0, 0.0)",positive,Negativan
ENG30-02637938-v,"Ostati na mestu, predviđajući ili očekujući nešto.",['čekati'],"(0.0, 0.0)",negative,Neutralan
ENG30-02892767-n,donje rublje koje nose žene za podršku grudima,['grudnjak'],"(0.0, 0.0)",negative,Negativan
ENG30-00103834-n,Čin primene sile da nešto pogoni.,"['sila', 'pogon', 'snaga']","(0.0, 0.0)",negative,Negativan
ENG30-00757856-v,napustiti svoja uverenja ili veze,"['izdati', 'napustiti']","(0.0, 0.0)",negative,Negativan
ENG30-00565302-n,"Čin udaranja lopte palicom, reketom ili rukom (sport).",['udarac'],"(0.0, 0.0)",negative,Negativan
ENG30-02852523-n,čvrst komad nečega (obično sa ravnim pravougaonim stranicama),['blok'],"(0.0, 0.0)",negative,Neutralan
ENG30-01032368-n,Služba koja se obavlja u crkvi.,['crkva'],"(0.0, 0.0)",positive,Neutralan
ENG30-01485513-v,Odstraniti pakovanje sa nečega.,"['otpakovati', 'raspakovati', 'razmotati', 'odmotati', 'odviti']","(0.0, 0.0)",positive,Negativan
ENG30-00422620-a,prljav i neuredan; prekriven blatom ili balegom,"['blatnjav', 'izblatnjavljen', 'zmuzgan']","(0.0, 0.0)",negative,Negativan
ENG30-00717684-a,"karakteristika apsolutnog vladara ili vladanja, koji ima putpunu vlast","['atokratski', 'despotski', 'tiranski', 'diktatorski', 'autoritaran']","(0.0, 0.0)",negative,Negativan
ENG30-09480809-n,deo Zemlje koji se može posebno razmatrati,['svet'],"(0.0, 0.0)",positive,Neutralan
ENG30-02215001-v,"Zadržati, ne podeliti; o isplatama.",['odbiti'],"(0.0, 0.0)",negative,Negativan
ENG30-00912001-n,Čin konstruisanja nečega (kao masšinskog dela).,"['sklapanje', 'proizvodnja']","(0.0, 0.0)",positive,Negativan
ENG30-00751944-n,čin namernog odstupanja od istine,"['izmišljotina', 'laž']","(0.0, 0.0)",negative,Negativan
ENG30-05948264-n,sistem verovanja i rituala,"['kult', 'verski kult']","(0.0, 0.0)",negative,Neutralan
ENG30-02387486-v,Pružiti nekom obrazovanje.,"['obrazovati', 'školovati']","(0.0, 0.0)",positive,Neutralan
ENG30-10560352-n,Predavač u školi ispod nivoa koledža.,"['nastavnik', 'profesor']","(0.0, 0.0)",positive,Neutralan
ENG30-01726879-v,kakav ritam opetovanim udarcima proizvoditi,"['bubnjati', 'dobovati', 'kucati', 'lupati', 'lupkati', 'tući', 'udarati']","(0.0, 0.0)",negative,Neutralan
ENG30-02052476-v,uzrokovati da šta prođe,"['predati', 'predavati', 'pružati', 'pružiti']","(0.0, 0.0)",positive,Negativan
ENG30-06770275-n,iskaz (usmeni ili pisani) kojim se razmenjuju uzjamana obećanja,"['sporazum', 'dogovor']","(0.0, 0.0)",positive,Negativan
ENG30-03511426-n,Zadnji deo cipele ili čizme kojim se dodiruje tlo.,"['peta', 'štikla']","(0.0, 0.0)",negative,Neutralan
ENG30-02432530-v,uzrokovati da nešto bude organizovano,"['organizovati', 'urediti']","(0.0, 0.0)",positive,Negativan
ENG30-09436708-n,Svemir kako se vidi sa zemlje.,['nebo'],"(0.0, 0.0)",positive,Neutralan
ENG30-01820302-v,od čega izvoditi ili primati zadovoljstvo; dobijati zadovoljstvo od čega; u čemu uživati,"['nauživati se', 'uživati']","(0.0, 0.0)",positive,Neutralan
ENG30-01848465-v,pomeriti se da bi napravio mesta za nekoga ili za nešto,"['pomerati se', 'pomeriti se', 'prepuštati', 'prepustiti', 'propuštati', 'propustiti']","(0.0, 0.0)",negative,Negativan
ENG30-00603298-v,Pripremati za budući zadatak ili karijeru.,"['razviti', 'obrazovati', 'obučiti']","(0.0, 0.0)",positive,Neutralan
ENG30-10103485-n,osoba koja dolazi iz strane zemlje,"['stranac', 'neznanac', 'tuđinac']","(0.0, 0.0)",negative,Negativan
ENG30-14877585-n,Fluid u gasovitom stanju koji nema ni nezavisan oblik ni zapreminu i koji može neograničeno da se širi.,['gas'],"(0.0, 0.0)",negative,Neutralan
ENG30-01533481-n,poreklom s Kanarskih ostrva i Azorksih ostrva; ima žuto perje i lepo peva,"['kanarinac', 'kanarinka', 'kanarac', 'Serinus canaria']","(0.0, 0.0)",positive,pozitivan
ENG30-00729285-n,zadatak dodeljen za pojedinačne studije,['lekcija'],"(0.0, 0.0)",positive,Neutralan
ENG30-00420477-n,Čin proganjanja (posebno na osnovu rase ili religije).,"['proganjanje', 'progon']","(0.0, 0.0)",negative,Negativan
ENG30-02129165-n,"Krupna krvoločna zver iz Afrike i Indije sa žutosmeđim krznom, mužjak ima veliku grivu.","['lav', 'kralj životinja', 'arslan', 'Panthera leo', 'Felis leo']","(0.0, 0.0)",positive,negativan
ENG30-08178741-n,Grupa organizama iste vrste koji nastanjuju neko područje.,['populacija'],"(0.0, 0.0)",positive,Neutralan
ENG30-05627785-n,stan Boga i anđela,"['nebesa', 'nebo', 'nirvana', 'raj']","(0.0, 0.0)",positive,Neutralan
ENG30-04599396-n,Proizvod napravljen ili postignut naporom ili aktivnošću neke osobe ili stvari.,"['delo', 'rad']","(0.0, 0.0)",positive,Neutralan
ENG30-02807731-n,prostorija (u nastambi) koja sadrži kadu ili tuš i obično lavabo i toalet,"['kupatilo', 'kupaonica']","(0.0, 0.0)",positive,Neutralan
ENG30-13954253-n,Stanje ili činjenica postojanja.,"['bivstvo', 'egzistencija', 'život', 'postojanje']","(0.0, 0.0)",positive,Neutralan
ENG30-01823013-n,Ptica zašiljenih krila i dugog repa.,['kukavica'],"(0.0, 0.0)",negative,Neutralan
ENG30-13802920-n,(lingvistika) gramatički odnos (aktivni ili pasivni) gramatičkog subjekta prema radnji izraženoj glagolom,"['stanje', 'glagolski rod']","(0.0, 0.0)",negative,Neutralan
ENG30-08064523-n,tužena strana i njen tim pravnih zastupnika,['odbrana'],"(0.0, 0.0)",positive,Negativan
ENG30-00230444-b,koji pokazuje odobravanje,"['povoljno', 'pogodno']","(0.0, 0.0)",positive,pozitivan
ENG30-00800940-n,kampanja koja za cilj ima da zaustavi zloupotrebe ili malverzacije,['reforma'],"(0.0, 0.0)",positive,nezakonican
ENG30-03416900-n,posuda u koju se odlalje smeće,"['đubre', 'smeće']","(0.0, 0.0)",negative,Negativan
ENG30-00217014-n,Okončanje pomoću čina razaranja.,"['uništavanje', 'pustošenje', 'opustošenje']","(0.0, 0.0)",negative,Negativan
ENG30-07965937-n,Ljudi uopšte; posebno istaknuta grupa ljudi sa nekim zajedničkim interesom.,['svet'],"(0.0, 0.0)",positive,Neutralan
ENG30-07068900-n,zadovoljstvo sopstvenim (ili tuđim) dostignućima,['ponos'],"(0.0, 0.0)",positive,nezakonichen
ENG30-06328643-n,"gramatička kategorija u fleksivnim jezicima koja upravlja slaganjem između imenica, zamenica i prideva; u nekim jezicima je bazirana na prirodnom rodu ili kategoriji živo/neživo, dok je u drugima potpuno proizvoljna ili zasnovana na nekim drugim kriterijumima","['rod', 'gramatički rod']","(0.0, 0.0)",positive,Neutralan
ENG30-00056340-b,strašnih osobina,"['strahovito', 'strašno']","(0.0, 0.0)",positive,Negativan
ENG30-01123148-a,"imati poželjne ili pozitivne kvalitete, posebno one koji su pogodni za određenu stvar","['častan', 'dobar', 'pouzdan']","(0.0, 0.0)",positive,pozitivan
ENG30-14422871-n,Rezultat razvijanja.,['napredovanje'],"(0.0, 0.0)",positive,Neutralan
ENG30-14448200-n,"nedostatak prosperiteta, sreće ili zdravlja",['nesreća'],"(0.0, 0.0)",negative,Negativan
ENG30-00479176-v,Ubiti velik broj ljudi bez razlike.,"['masakrirati', 'pobiti', 'poklati']","(0.0, 0.0)",negative,Negativan
ENG30-13275495-n,Iznosi plaćeni za robu i usluge za koje je moguć oslobađanje od poreza (nasuprot troškovima kapitala).,"['trošak', 'izdatak']","(0.0, 0.0)",negative,Negativan
ENG30-10291240-n,žena koja nosi odeću da pokaže modne trendove,"['model', 'manekenka']","(0.0, 0.0)",positive,Neutralan
ENG30-00383542-v,Pretvoriti iz jedne forme ili medijuma u drugi.,"['pretvarati', 'pretočiti']","(0.0, 0.0)",negative,Negativan
ENG30-01685601-v,biti angažovan u izgradnji,"['graditi', 'izgraditi', 'sagraditi']","(0.0, 0.0)",positive,Negativan
ENG30-00843959-v,izneti optužujuću tvrdnju,['optužiti'],"(0.0, 0.0)",negative,Negativan
ENG30-14473222-n,Nečije opšte okolnosti ili uslovi u životu (uključujući sve što vam se dešava).,"['okolnosti', 'sudbina', 'sreća']","(0.0, 0.0)",positive,Neutralan
ENG30-12407545-n,Evroazijski brest; raste u vlažnom okruženju.,"['vez', 'Ulmus laevis']","(0.0, 0.0)",positive,Neutralan
ENG30-03354903-n,Amblem koji se obično sastoji od pravouganog parčeta materijala prepoznatljivog dizajna.,['zastava'],"(0.0, 0.0)",positive,Neutralan
ENG30-00737070-n,čin neprikladne intimnosti,"['familijarnost', 'intimiziranje', 'intimnost', 'nepodobnost', 'sloboda']","(0.0, 0.0)",positive,Negativan
ENG30-10292316-n,Neko ko proizvodi nešto.,['proizvođač'],"(0.0, 0.0)",positive,Negativan
ENG30-06369216-n,roman koji se bavi idealizovanim događajima dalekim od svakodnevnice,['romansa'],"(0.0, 0.0)",positive,Neutralan
ENG30-03030663-n,"Fino samleveni duvan, uvijen u papir, spreman za pušenje.","['cigareta', 'pljuga']","(0.0, 0.0)",negative,Negativan
ENG30-05730930-n,mrežna topologija čije su komponenet povezane na glavni računar,"['topologija zvezde', 'zvezda']","(0.0, 0.0)",positive,Neutralan
ENG30-05264545-n,u anatomiji osnova šupljeg organa ili deo organa koji je najdalje od otvora,"['fundus', 'dno']","(0.0, 0.0)",negative,Neutralan
ENG30-07435533-n,rasprostranjeno širenje infektivne bolesti; mnogo ljudi je zaraženo istovremeno,['epidemija'],"(0.0, 0.0)",negative,Negativan
ENG30-00120784-a,biti ili imati nepoznat ili neimenovan izvor,"['neidentifikovan', 'neimenovan', 'neodređen', 'nepoznat', 'nespecifikovan', 'skriven']","(0.0, 0.0)",negative,Neutralan
ENG30-01028655-n,Čin kojim se nešto obožava.,['obožavanje'],"(0.0, 0.0)",positive,Pozitivan
ENG30-02684971-a,koji se odnosi na ili koji naseljava božansko nebo,"['božanski', 'nebeski']","(0.0, 0.0)",positive,Neutralan
ENG30-05937112-n,reprezentativni oblik ili obrazac,"['model', 'primer']","(0.0, 0.0)",positive,Neutralan
ENG30-01043693-n,Čin moljenja za božansku zaštitu,"['blagoslov', 'blagosiljanje']","(0.0, 0.0)",positive,Negativan
ENG30-01167146-n,čin poslušnosti; poslušno ili pokorno ponašanje prema drugoj osobi,"['pokornost', 'poslušnost']","(0.0, 0.0)",positive,Negativan
ENG30-06090869-n,Nauka o materiji i energiji i njihovom odnosu.,['fizika'],"(0.0, 0.0)",positive,Neutralan
ENG30-01983162-a,koji zaslužuje uvažavanje i poštovanje,"['častan', 'dobar', 'dobronameran', 'moralan', 'pošten', 'poštovan', 'pouzdan', 'siguran', 'ugledan', 'uredan', 'uvažen']","(0.0, 0.0)",positive,nezakonitan
ENG30-01416539-v,udarati čekićem ili kao čekićem,"['kucati', 'ukucati', 'zakucati']","(0.0, 0.0)",negative,Negativan
ENG30-14039534-n,Psihološka potreba za hranom; posledica uzdržavanja od hrane.,['glad'],"(0.0, 0.0)",negative,Neutralan
ENG30-15259812-n,period u veropskoj istoriji kojim se završio Sređi vek i počelo moderno doba; kulturni porcvat od XIV do XVII veka,['renesansa'],"(0.0, 0.0)",positive,Neutralan
ENG30-00203342-n,Čin odbijanja nečega.,['odbijanje'],"(0.0, 0.0)",negative,Negativan
ENG30-04511002-n,"Objekat u kome je sedište visokog obrazovanja, uključujući upravu, smeštaj kao i prostorije za istraživanje i nastavu.",['univerzitet'],"(0.0, 0.0)",positive,Neutralan
ENG30-01153861-n,"(politika) obezbeđivati usluge, ugovore i pozicije u zamjenu za političku podršku",['korupcija'],"(0.0, 0.0)",negative,Negativan
ENG30-08310949-n,Telo koje služi u administrativnom svojstvu.,"['veće', 'savet']","(0.0, 0.0)",positive,Neutralan
ENG30-01182021-v,Snabdevati hranom.,"['hraniti', 'opskrbiti']","(0.0, 0.0)",positive,Negativan
ENG30-00441445-v,Učiniti manjim.,['smanjiti'],"(0.0, 0.0)",negative,Negativan
ENG30-01787955-v,"Naljutiti, posebno nevažnim uzrocima.","['dosaditi', 'dosađivati', 'nervirati', 'živcirati', 'gnjaviti', 'iritirati']","(0.0, 0.0)",negative,Negativan
ENG30-01127623-n,čin nametanja nečega (kao što su porez ili embargo),['nametanje'],"(0.0, 0.0)",negative,Negativan
ENG30-09228324-n,potok ili reka koja se uliva u veću,['pritoka'],"(0.0, 0.0)",positive,Neutralan
ENG30-00099951-n,"prividni podvig, kakav naivni posmatrači smatraju za magičan","['iluzija', 'podvala', 'prevara', 'trik']","(0.0, 0.0)",negative,Neutralan
ENG30-02728763-n,deo koji se priključuje nečemu većem,['dodatak'],"(0.0, 0.0)",positive,Neutralan
ENG30-05845332-n,vrsta književnog ili umetničkog dela,"['rod', 'žanr']","(0.0, 0.0)",positive,Neutralan
ENG30-02723563-a,koji se odnosi na filozofsko proučavanje etike,['etički'],"(0.0, 0.0)",positive,Neutralan
ENG30-00770543-n,čin koji zanemaruje kakav raniji dogovor ili čije pravo,"['kršenje', 'napad', 'nepoštovanje', 'povreda', 'prekršaj', 'prestup']","(0.0, 0.0)",negative,Negativan
ENG30-01129532-n,odgajiti nekoga tako da bude prihvaćen kao član zajednice,"['gajenje', 'hraniteljstvo', 'negovanje', 'obrazovanje', 'odgajanje', 'odgoj', 'podizanje', 'uzgajanje', 'uzgoj', 'vaspitanje']","(0.0, 0.0)",positive,Neutralan
ENG30-00555780-v,Ukloniti četkom ili kao četkom.,"['počistiti', 'odbaciti']","(0.0, 0.0)",negative,Negativan
ENG30-04850341-n,bilo šta u skladu sa principima pravde,"['dobro', 'ispravnost', 'pravednost', 'pravo']","(0.0, 0.0)",positive,Neutralan
ENG30-00858781-v,"podsticati ili ohrabrivati, naročito povicima","['bodriti', 'inspirisati', 'podsticati', 'dovikivati', 'podstrekivati', 'podstaći', 'navijati']","(0.0, 0.0)",positive,Negativan
ENG30-03532342-n,zakrivljen ili savijen uređaj za kačenje ili povlačenje nečega,"['kandža', 'kuka', 'kukica']","(0.0, 0.0)",negative,Negativan
ENG30-13928388-n,"Stanje povezanosti među ljudima, posebno emocionalne prirode,",['veza'],"(0.0, 0.0)",negative,Neutralan
ENG30-01071213-n,ublažavanje kazne ili oslobađanje od kakve neprijatne dužnosti od strane sudije ili roditelja ili nastavnika,"['blagost', 'milost', 'popustljivost']","(0.0, 0.0)",positive,Negativan
ENG30-07860988-n,a flour mixture stiff enough to knead or roll,['testo'],"(0.0, 0.0)",negative,Neutralan
ENG30-08278169-n,fakulteta i studenti koji su u sklopu koledža,"['fakultet', 'koledž']","(0.0, 0.0)",positive,Neutralan
ENG30-00918872-v,"Posle računanja, istraživanja, eksperimentisanja ustanoviti nešto.",['utvrditi'],"(0.0, 0.0)",positive,Neutralan
ENG30-00403092-n,Čin oštećivanja nečega ili nekoga.,"['šteta', 'zlo', 'povreda']","(0.0, 0.0)",negative,Negativan
ENG30-02561332-v,za šta sebe iskoristiti,"['iskoristiti', 'koristiti', 'primeniti', 'upotrebiti', 'upotrebljavati']","(0.0, 0.0)",negative,Negativan
ENG30-13930725-n,"Odnos obeležen jakom zavisnošću od drugih,  posebno vezanost putem libida, najčešće za roditelje.","['anaklitizam', 'bliskost']","(0.0, 0.0)",positive,Negativan
ENG30-13814041-n,odnos srodstva između majke i njenog potomstva,['materinstvo'],"(0.0, 0.0)",positive,Neutralan
ENG30-12102133-n,"Zelena travnata biljka sa uskim lišćem, uzgaja se u travnjacima; koristi se za ispašu životinja preživara; kosi se i suši za seno.",['trava'],"(0.0, 0.0)",negative,pozitivan
ENG30-00957178-v,šta nedvosmisleno tvrditi ili kakvu dvoznačnost razrešiti,"['razrešiti dvosmislenost', 'tvrditi']","(0.0, 0.0)",positive,Neutralan
ENG30-00447540-n,sport u kome se dva borca dohvataju rukama s ciljem da jedan drugog obore na zemlju.,['rvanje'],"(0.0, 0.0)",negative,Negativan
ENG30-00218475-v,Načiniti nešto suvim.,"['osušiti', 'prosušiti', 'sušiti']","(0.0, 0.0)",negative,Negativan
ENG30-07975026-n,Grupa ljudi zajedno na jednom mestu.,"['skupina', 'skup', 'okupljanje']","(0.0, 0.0)",negative,Neutralan
ENG30-01143838-v,loviti (divlje životinje) za hranu ili zabavu,"['loviti', 'uloviti']","(0.0, 0.0)",negative,Negativan
ENG30-02297966-a,za kog se smatra da je u saglasju s prihvaćenom upotrebom,"['prihvatljiv', 'zadovoljavajući']","(0.0, 0.0)",positive,Neutralan
