ILI,definition,lemma_names,sentiment_SWN,sentiment_lexicon,sentiment_sa
ENG30-00634906-v,naći rešenje za nešto (problem ili pitanje),"['shvatiti', 'rešiti', 'savladati']","(0.0, 0.0)",positive,Neutralan
ENG30-00206130-n,odbijanje kakve grupe da učestvuje u trgovačkim transakcijama sa nekim organizacijama u znak protesta protiv politike tih organizacija,['bojkot'],"(0.0, 0.0)",negative,Negativan
ENG30-06428216-n,izostavljanje do koga dolazi kada urednička promena skrati napisani pasaž,"['brisanje', 'poništavanje']","(0.0, 0.0)",negative,Negativan
ENG30-00962129-n,Organizovano suprotstavljanje vlasti; sukob u kome jedna strana želi da otme kontrolu od druge.,"['pobuna', 'buna', 'revolt', 'ustanak']","(0.0, 0.0)",negative,Negativan
ENG30-00404642-v,dovesti nešto u red,"['organizovati', 'organizirati']","(0.0, 0.0)",positive,Negativan
ENG30-03400231-n,Šerpa koja se koristi za pečenje.,"['tiganj', 'tava']","(0.0, 0.0)",negative,Neutralan
ENG30-06338908-n,Identifikujuća reč ili reči pomoću kojih se neko ili nešto zove i klasifikuje ili razlikuje od drugih.,"['denominator', 'imenovanje']","(0.0, 0.0)",positive,Neutralan
ENG30-07430211-n,Električna ili akustična aktivnost koja može da omete komunikaciju.,"['smetnja', 'interferencija', 'ometanje', 'šum']","(0.0, 0.0)",negative,Negativan
ENG30-14418662-n,Stanje kombinovanja u jedno telo.,"['spajanje', 'fuzija']","(0.0, 0.0)",positive,Neutralan
ENG30-02882570-a,Koji se odnosi ili se tiče mišića.,"['mišićni', 'muskulni', 'muskularni']","(0.0, 0.0)",positive,Neutralan
ENG30-00217152-v,"prekriti tečnošću, obično vodom","['poplaviti', 'preplaviti', 'potopiti', 'plaviti']","(0.0, 0.0)",negative,Negativan
ENG30-07294019-n,"Ishod događaja, posebno u odnosu na neku osobu.",['značaj'],"(0.0, 0.0)",positive,Neutralan
ENG30-00391599-n,čin uklanjanja nečega,"['odstranjivanje', 'uklanjanje']","(0.0, 0.0)",negative,Negativan
ENG30-01246541-n,Napad bez upozorenja.,['prepad'],"(0.0, 0.0)",negative,Negativan
ENG30-00602805-v,"proći trening ili obuku radi pripreme za određenu ulogu, funkciju ili profesiju","['dresirati', 'obrazovati', 'obučavati', 'obučiti', 'osposobiti', 'osposobljavati', 'podučavati', 'pripremiti', 'razviti', 'školovati', 'trenirati']","(0.0, 0.0)",positive,Neutralan
ENG30-00293916-n,Čin trčanja.,"['trka', 'trčanje']","(0.0, 0.0)",negative,Negativan
ENG30-00809201-a,u kontroli,"['nadležan', 'odgovoran', 'zadužen']","(0.0, 0.0)",positive,Negativan
ENG30-00381680-n,Proces kojim se pravi ili postaje jedna jedinica.,"['unija', 'ujedinjenje', 'ujedinjavanje']","(0.0, 0.0)",positive,Neutralan
ENG30-01334535-v,Sakriti pod lažnom pojavom.,"['prikriti', 'zaogrnuti', 'zamaskirati']","(0.0, 0.0)",negative,Negativan
ENG30-01485513-v,Odstraniti pakovanje sa nečega.,"['otpakovati', 'raspakovati', 'razmotati', 'odmotati', 'odviti']","(0.0, 0.0)",positive,Negativan
ENG30-00475183-v,"uklanjati nečistoće iz čega, povećavati koncentraciju čega i odvajati putem procesa destilacije","['čistiti', 'očistiti', 'pročistiti']","(0.0, 0.0)",positive,Neutralan
ENG30-02272549-v,"Nešto uzeti kao svoje silom, na primer, posle invazije.","['zgrabiti', 'osvojiti', 'uzeti']","(0.0, 0.0)",negative,Negativan
ENG30-02230022-v,reći ili poveriti (informacije) znanje,"['dati', 'dati na znanje', 'davati', 'davati na znanje', 'izneti na videlo', 'iznositi na videlo', 'obznaniti', 'obznanjivati', 'odati', 'odavati', 'otkriti', 'otkrivati', 'predati', 'predavati', 'preneti', 'preneti informaciju', 'prenositi', 'prenositi informaciju', 'pružati', 'pružiti', 'saopštavati', 'saopštiti']","(0.0, 0.0)",positive,Neutralan
ENG30-02874086-n,Mala radnja na vašaru za prodaju robe ili zabave.,['tezga'],"(0.0, 0.0)",negative,Negativan
ENG30-12286826-n,Bilo koji od više vrsta drveća ili žunja iz roda Carpinus.,"['grab', 'grabar']","(0.0, 0.0)",negative,Neutralan
ENG30-00420650-a,gusto pokriven nakupljenom prljavštinom ili čađi,"['čađav', 'prašnjav', 'prljav', 'uprašnjavljen', 'uprljan', 'zaprljan', 'zapušten']","(0.0, 0.0)",negative,Negativan
ENG30-10476086-n,osoba koja je zatvorena; posebno ratni zarobljenik,"['zatočenik', 'zarobljenik']","(0.0, 0.0)",negative,Negativan
ENG30-01258302-v,svaliti (kao stabla i ljude),"['oboriti', 'srušiti', 'poseći']","(0.0, 0.0)",negative,Negativan
ENG30-00920336-v,"otkriti, saznati ili odrediti sa sigurnošću, obično istraživanjem ili kakvim drugim naporom","['čuti', 'ispitati', 'kontrolisati', 'naučiti', 'odrediti', 'otkriti', 'otkrivati', 'pregledati', 'prekontrolisati', 'proveravati', 'proveriti', 'saznati', 'saznavati', 'shvatati', 'shvatiti', 'učiti', 'utvrditi', 'utvrđivati']","(0.0, 0.0)",negative,Neutralan
ENG30-01214746-n,čin iskrene podrške ili podsticanja,"['podrška', 'podsticaj', 'pritisak']","(0.0, 0.0)",negative,Negativan
ENG30-01989562-v,uzrokovati da šta pukne,"['razbijati', 'razbiti']","(0.0, 0.0)",negative,Negativan
ENG30-01882814-v,"Kretati se ili uzrokovati kretanje u krivudavom, spiralnom ili kružnom toku.","['vijugati', 'zavijati', 'krivudati']","(0.0, 0.0)",negative,Neutralan
ENG30-08113443-n,Skup rukopoloženih činodejstvenika.,"['sveštenički stalež', 'sveštenstvo']","(0.0, 0.0)",positive,Negativan
ENG30-14437976-n,visok stepen poštovanja stečen impresivnim poduhvatima ili postignućima,"['divljenje', 'poštovanje', 'respekt', 'uvažavanje']","(0.0, 0.0)",positive,Pozitivan
ENG30-02678384-n,mehanizam koji nešto automatski stavlja u pogon,['pokretač'],"(0.0, 0.0)",positive,Negativan
ENG30-07472929-n,izborna borba među kandidatima za neku funkciju,['kampanja'],"(0.0, 0.0)",negative,Neutralan
ENG30-00946529-n,organizovana potraga (od strane policije) za osobom (optuženom za zločin),['potera'],"(0.0, 0.0)",negative,Negativan
ENG30-09624559-n,pregovarač koji služi kao veza između parničnih strana,"['posrednik', 'medijator']","(0.0, 0.0)",positive,Neutralan
ENG30-01235859-a,Čija je pozicija ili položaj uspravan.,"['uspravan', 'vertikalan', 'okomit']","(0.0, 0.0)",positive,Neutralan
ENG30-00721437-v,napraviti kakvo otkriće,"['izneti na videlo', 'iznositi na videlo', 'izumeti', 'izumevati', 'naći', 'obznaniti', 'obznanjivati', 'opažati', 'opaziti', 'otkriti', 'otkrivati', 'pronaći', 'pronalaziti', 'uočiti', 'utvrditi', 'utvrđivati']","(0.0, 0.0)",positive,Negativan
ENG30-02111684-a,Sjedinjen ili spojen,['spojen'],"(0.0, 0.0)",positive,Negativan
ENG30-00138221-n,Dodir usnama.,"['poljubac', 'celov', 'ljubljenje']","(0.0, 0.0)",positive,Negativan
ENG30-00358431-v,Napustiti fizički život i izgubiti sve telesne funkcije i atribute koji se neophodni da bi se održao život.,"['umreti', 'izdahnuti', 'uginuti', 'crknuti', 'preminuti', 'nestati']","(0.0, 0.0)",negative,Negativan
ENG30-02558172-v,"ometati ili sprečiti (napore, planove ili želje)","['kvariti', 'omesti', 'ometati', 'osujetiti', 'pokvariti', 'sprečavati', 'sprečiti', 'sujetiti']","(0.0, 0.0)",negative,Negativan
ENG30-00421002-a,zamrljan prljavštinom i čađi,"['čađav', 'crn', 'prašnjav', 'prljav', 'uprašnjavljen', 'uprljan', 'zaprljan']","(0.0, 0.0)",negative,Negativan
ENG30-08428019-n,red ljudi koji hodaju zajedno,"['marš', 'marš-kolona', 'kolona']","(0.0, 0.0)",positive,Neutralan
ENG30-03850746-n,Narkotičko sredstvo koje sadrži opijum ili derivate opijuma.,['opijat'],"(0.0, 0.0)",negative,Negativan
ENG30-00424934-n,"brutalan, varvarski i divljački čin","['barbarstvo', 'brutalnost', 'divljaštvo', 'gnusnost', 'huliganstvo', 'vandalizam', 'varvarizam', 'varvarstvo', 'zločin']","(0.0, 0.0)",negative,Negativan
ENG30-13854649-n,Veza između suprotnih entiteta.,"['suprotnost', 'opozicija']","(0.0, 0.0)",negative,Neutralan
ENG30-07405893-n,Pokret koji je karakterističan za fluide (tečnosti i gasove).,"['tok', 'tečenje']","(0.0, 0.0)",positive,Neutralan
ENG30-08319198-n,Zakonodavno telo u nekim zemljama (npr. Velikoj Britaniji).,"['parlament', 'skupština']","(0.0, 0.0)",positive,Neutralan
ENG30-00314271-n,Zgrada gde se obavljaju poslovi vladinog ministarstva.,['ministarstvo'],"(0.0, 0.0)",positive,Neutralan
ENG30-02150948-v,videti ili posmatrati,"['gledati', 'motriti', 'opaziti', 'osmatrati', 'pogledati', 'posmatrati', 'pratiti', 'promatrati', 'spaziti', 'ugledati', 'videti']","(0.0, 0.0)",positive,Neutralan
ENG30-13165815-n,"glavni nadzemni deo drveta, obično pokrivena korom; deo drveta koji se koristi kao materijal za gradnju",['stablo'],"(0.0, 0.0)",negative,Neutralan
ENG30-05682950-n,Osećaj zanimanja i zainteresovanosti za nekoga ili nešto.,"['zainteresovanost', 'interes', 'zanimanje', 'interesovanje']","(0.0, 0.0)",positive,Neutralan
ENG30-09770472-n,neko ko upravlja vladinom agencijom ili odeljenjem,"['administrator', 'direktor', 'rukovodilac', 'upravitelj', 'upravnik']","(0.0, 0.0)",negative,Neutralan
ENG30-09239302-n,velika pećina ili velika komora u pećini,"['kaverna', 'pećina']","(0.0, 0.0)",negative,Neutralan
ENG30-02108654-v,primiti kao kaznu,"['dobijati', 'dobiti', 'ispaštati', 'isplaćivati', 'isplatiti', 'primati', 'primiti', 'zaraditi', 'zarađivati']","(0.0, 0.0)",positive,Negativan
ENG30-01071411-n,popustljivost i saosećanje koje prema počiniocima kakvog krivičnog dela pokazuju lica ili agencije zadužene za sprovođenje pravde,"['blagost', 'milosrđe', 'milosrdnost', 'milost', 'milostivost', 'pomilovanje', 'samilost']","(0.0, 0.0)",positive,Neutralan
ENG30-01063049-v,objaviti neki zvanični dokument (kao što je nalog),['izdati'],"(0.0, 0.0)",negative,Neutralan
ENG30-01244846-a,osobina neprijatelja ili onoga ko je spreman za borbu,"['agresivan', 'ratoboran']","(0.0, 0.0)",negative,Negativan
ENG30-01168569-n,"Čin nadmetanja, npr. za profit ili nagradu.","['suparništvo', 'rivalstvo']","(0.0, 0.0)",negative,Negativan
ENG30-03661861-n,rekreativni objekat koji uključuje bazen za vodene sportove,['bazen'],"(0.0, 0.0)",positive,Neutralan
ENG30-00317207-n,Čin isporučivanja ili raspodele nečega (kao što su dobra ili pošta).,['isporuka'],"(0.0, 0.0)",positive,Neutralan
ENG30-13943968-n,Specijalna situacija.,['stvar'],"(0.0, 0.0)",positive,Neutralan
ENG30-13626464-n,(računarstvo) sektor ili grupa sektora koji funkcionišu kao najmanja dozvoljena jedinica podataka,['blok'],"(0.0, 0.0)",negative,Neutralan
ENG30-10059582-n,žestok i entuzijastičan pristalica neke osobe ili aktivnosti,"['entuzijasta', 'ljubitelj', 'obožavalac', 'poklonik']","(0.0, 0.0)",positive,Negativan
ENG30-07270179-n,Prepoznatljiv simbol.,"['znak', 'beleg']","(0.0, 0.0)",negative,Neutralan
ENG30-00920336-v,"otkriti, saznati ili odrediti sa sigurnošću, obično istraživanjem ili kakvim drugim naporom","['čuti', 'ispitati', 'kontrolisati', 'naučiti', 'odrediti', 'otkriti', 'otkrivati', 'pregledati', 'prekontrolisati', 'proveravati', 'proveriti', 'saznati', 'saznavati', 'shvatati', 'shvatiti', 'učiti', 'utvrditi', 'utvrđivati']","(0.0, 0.0)",positive,Neutralan
ENG30-00362348-v,Sprečiti završavanje nečega.,"['zaustaviti', 'prekinuti', 'obustaviti']","(0.0, 0.0)",negative,Negativan
ENG30-00964694-v,održavati konverzaciju,"['razgovarati', 'pričati']","(0.0, 0.0)",positive,Neutralan
ENG30-01909812-v,preći na drugu stranu čega,"['preći', 'prelaziti']","(0.0, 0.0)",positive,Neutralan
ENG30-07884567-n,Piće koje sadrži alkohol.,"['alkohol', 'alkoholno piće', 'piće', 'šljoka']","(0.0, 0.0)",negative,Negativan
ENG30-07649582-n,"ceo hleb, kako je ispečen","['vekna hleba', 'vekna']","(0.0, 0.0)",negative,Negativan
ENG30-14422871-n,Rezultat razvijanja.,['napredovanje'],"(0.0, 0.0)",positive,Neutralan
ENG30-01540844-v,Prihvatati.,"['primiti', 'upiti']","(0.0, 0.0)",negative,Neutralan
ENG30-13912260-n,figura koja se grana iz jedinstvenog korena,"['drvo', 'stablo']","(0.0, 0.0)",negative,Neutralan
ENG30-13396276-n,Višak rashoda nad prihodima (obično tokom nekog perioda).,['deficit'],"(0.0, 0.0)",negative,Negativan
ENG30-03416900-n,posuda u koju se odlalje smeće,"['đubre', 'smeće']","(0.0, 0.0)",negative,Negativan
ENG30-00613683-v,"ostaviti nešto za sobom, bilo namerno bilo nemarom ili zaboravnošću","['napuštati', 'napustiti', 'ostaviti', 'ostavljati', 'zaboraviti', 'zaboravljati']","(0.0, 0.0)",negative,Negativan
ENG30-09215664-n,"zakrivljenost obale, manjih razmera",['zaliv'],"(0.0, 0.0)",positive,Negativan
ENG30-00125841-v,"postepeno prelaziti u određeno stanje, preuzimati određenu osobinu ili atribut; postajati","['narasti', 'odrasti', 'porasti', 'pretvoriti se', 'rasti', 'stasati']","(0.0, 0.0)",positive,Neutralan
ENG30-01368597-v,učiniti nešto pravim i ispravnim,"['ispraviti', 'ispravljati']","(0.0, 0.0)",positive,Negativan
ENG30-02747709-v,nastaviti nakon prekida,"['nastaviti', 'nastavljati', 'obnavljati', 'obnoviti', 'produžavati', 'produžiti']","(0.0, 0.0)",positive,Negativan
ENG30-05980051-n,neverovanje u bilo kakvu tvrdnju o potpunom znanju,"['agnosticizam', 'neverica', 'skepsa', 'skepticizam']","(0.0, 0.0)",negative,Negativan
ENG30-00945401-n,Čin pomnog razgledanja da bi se našlo nešto ili neko.,"['lov', 'potraga']","(0.0, 0.0)",negative,Negativan
ENG30-00674607-v,Selektovati iz većeg broja mogućnosti.,"['birati', 'izabirati', 'odabrati', 'selektirati']","(0.0, 0.0)",positive,Neutralan
ENG30-00221178-n,prolivanje krvi koje za posledicu ima ubistvo,"['klanica', 'krvoproliće', 'masakr', 'pokolj']","(0.0, 0.0)",negative,Negativan
ENG30-00796976-v,odbiti s gnušanjem,"['odbaciti', 'odbacivati', 'odbijati', 'odbiti', 'prezirati', 'prezreti']","(0.0, 0.0)",negative,Negativan
ENG30-06797169-n,Nešto što služi da ukaže ili predloži.,"['znak', 'indikacija']","(0.0, 0.0)",negative,Neutralan
ENG30-11434016-n,iznenada nasilna promena na površini Zemlje,"['kataklizma', 'katastrofa']","(0.0, 0.0)",negative,Negativan
ENG30-06213890-n,politička teorija koja se zalaže ukidanje vlada,['anarhizam'],"(0.0, 0.0)",negative,Negativan
ENG30-02502916-v,odbiti ulazak ili članstvo,"['odbaciti', 'odbacivati', 'odbijati', 'odbiti', 'odstupati', 'odstupiti']","(0.0, 0.0)",negative,Negativan
ENG30-00598954-v,"upoznati nešto ili postati nečega svestan, obično slučajno","['čuti', 'naći', 'naučiti', 'opaziti', 'otkriti', 'saznati', 'shvatiti', 'studirati', 'učiti', 'uočiti', 'utvrditi', 'videti']","(0.0, 0.0)",positive,Neutralan
ENG30-00471711-v,prekinuti ili izbaciti,"['eliminirati', 'eliminisati', 'isključiti', 'odstraniti', 'osloboditi čega', 'osloboditi se', 'otarasiti se', 'ukinuti', 'ukloniti', 'uništiti', 'zatrti']","(0.0, 0.0)",negative,Negativan
ENG30-05849789-n,istaknuti aspekat nečega,['obeležje'],"(0.0, 0.0)",positive,Neutralan
ENG30-01201021-n,Društveni čin odvajanja.,"['razdvajanje', 'razdruživanje']","(0.0, 0.0)",negative,Negativan
ENG30-01375831-a,opšte prihvaćen i uvažen,"['slavan', 'poznat', 'čuven', 'značajan', 'renomiran', 'priznat', 'proslavljen']","(0.0, 0.0)",positive,Neutralan
ENG30-00742645-n,"Beskorisna aktivnost; koristiti, rasipati ili trošiti bez razmišljana i neodgovorno.","['traćenje', 'rasipanje']","(0.0, 0.0)",negative,Negativan
ENG30-00734482-n,"nezakonito uplitanje u čiji tuđi posed (lična imovina kao i nekretnine), ili postupak pokrenut za povraćaj štete","['kršenje', 'prekoračenje', 'prekršaj', 'uzurpacija']","(0.0, 0.0)",negative,Negativan
ENG30-05849040-n,Konstrukt po kome se mogu razlikovati predmeti ili osobe.,"['atribut', 'dimenzija', 'svojstvo']","(0.0, 0.0)",positive,Neutralan
ENG30-10102506-n,onaj koji predviđa važna zbivanja,"['pretkazivač', 'prorok', 'prediktor']","(0.0, 0.0)",positive,Negativan
ENG30-06773434-n,Pismeni sporazum između suverenih država.,"['pakt', 'sporazum', 'pogodba']","(0.0, 0.0)",positive,Neutralan
ENG30-07790601-n,meso različitih list riba koje se nalaze u slanim vodama Amerike i Evrope,"['iverak', 'ploča']","(0.0, 0.0)",negative,Neutralan
ENG30-01729431-v,Proizvoditi muzičke tonove glasom.,['pevati'],"(0.0, 0.0)",positive,Neutralan
ENG30-02077656-v,Poneti nešto ili nekoga sa sobom negde.,"['dovesti', 'doneti']","(0.0, 0.0)",positive,Negativan
ENG30-06748969-n,iskaz koji se odnosi na ono što će se (možda) desiti u budućnosti,"['predikcija', 'predviđanje', 'prognoza']","(0.0, 0.0)",positive,Neutralan
ENG30-00093270-b,na nesrećan i jadan način,"['jadno', 'kukavno']","(0.0, 0.0)",negative,Negativan
ENG30-01170052-v,Uzimati tečnost.,"['piti', 'popiti']","(0.0, 0.0)",negative,Neutralan
ENG30-06811625-n,karakter koji označava relaciju ili operaciju među veličinama,['znak'],"(0.0, 0.0)",negative,Neutralan
ENG30-05770058-n,Ispitivanje alternativnih pretpostavki.,"['potraga', 'traženje']","(0.0, 0.0)",positive,Neutralan
ENG30-00470701-v,Usmrtiti u velikom broju.,"['uništiti', 'pokositi', 'desetkovati', 'iskoreniti', 'zatrti']","(0.0, 0.0)",negative,Negativan
ENG30-02128084-a,(za grupu ljudi) koji često putuju i menjaju stana,"['lutajući', 'mobilan', 'nomadski', 'pokretan', 'pokretljiv']","(0.0, 0.0)",negative,Neutralan
ENG30-07026352-n,drama koju prati muzika; pevači pevaju i glume uz pratnju orkestra; počinje uvertirom a radnju nekad prekidaju muzička intermeca,['opera'],"(0.0, 0.0)",positive,Neutralan
ENG30-00203342-n,Čin odbijanja nečega.,['odbijanje'],"(0.0, 0.0)",negative,Negativan
ENG30-07941729-n,"U ekologiji, grupa međusobno zavisnih organizama koji nastanjuju istu oblast i utiču jedan na drugog.","['zajednica', 'biološka zajednica']","(0.0, 0.0)",positive,Neutralan
ENG30-01879579-v,kretati se sa ili kao sa stalno alternirajućim pokretima,"['bubnjati', 'dobovati', 'drhtati', 'kucati', 'kuckati', 'lupati', 'lupkati', 'pulsirati', 'zabubnjati']","(0.0, 0.0)",negative,Neutralan
ENG30-02304507-v,biti zarobljen,"['biti okupiran', 'biti zauzet', 'biti zauziman', 'padati', 'pasti']","(0.0, 0.0)",negative,Negativan
ENG30-02666943-n,Zgrada u kojoj se vrši likvidacija životinja radi proizvodnje mesa,['klanica'],"(0.0, 0.0)",negative,Negativan
ENG30-02260035-a,Definisanog oblika i zapremine; nije ni tečan ni gasovit.,['čvrst'],"(0.0, 0.0)",positive,Negativan
ENG30-06402031-n,dnevno pisane zabeleške (obično ličnih) iskustava i zapažanja,['dnevnik'],"(0.0, 0.0)",positive,Neutralan
ENG30-00856860-a,koji nije podložan osećanjima ili koji osećanja nema ili ih ne pokazuje,"['rezervisan', 'zadržan']","(0.0, 0.0)",negative,Neutralan
ENG30-05264545-n,u anatomiji osnova šupljeg organa ili deo organa koji je najdalje od otvora,"['fundus', 'dno']","(0.0, 0.0)",negative,Neutralan
ENG30-00048225-n,ostvarenje cilja,"['dolazak', 'ispunjenje']","(0.0, 0.0)",positive,Neutralan
ENG30-01137138-v,pogoditi projektilom iz oružja,"['pogoditi', 'sprašiti', 'udariti']","(0.0, 0.0)",negative,Negativan
ENG30-01204021-v,zadovoljiti (žeđ),"['ugasiti', 'utažiti', 'utoliti']","(0.0, 0.0)",negative,Negativan
ENG30-01726879-v,kakav ritam opetovanim udarcima proizvoditi,"['bubnjati', 'dobovati', 'kucati', 'lupati', 'lupkati', 'tući', 'udarati']","(0.0, 0.0)",negative,Negativan
ENG30-03386011-n,utvrđena odbrambena struktura,"['tvrđa', 'tvrđava', 'utvrda']","(0.0, 0.0)",positive,Neutralan
ENG30-06406317-n,"kratka poruka (kao u knjizi, muzičkom delu ili na fotografiji) posvećena nekom ili nečemu",['posveta'],"(0.0, 0.0)",positive,Neutralan
ENG30-00272950-a,"of summer nights in northern latitudes where the sun barely sets; ""white nights""",['beo'],"(0.0, 0.0)",positive,Neutralan
ENG30-00421002-a,zamrljan prljavštinom i čađi,"['čađav', 'crn', 'prašnjav', 'prljav', 'uprašnjavljen', 'uprljan', 'zaprljan']","(0.0, 0.0)",negative,Negativan
ENG30-00755277-n,pretvarati se da je nešto slučaj radi ostvarivanja dobrog utiska,"['gluma', 'glumatanje', 'izigravanje', 'pretvaranje', 'spoljašnjost']","(0.0, 0.0)",negative,Negativan
ENG30-04144782-n,grafička umetnost koja se sastoji od grafičke ili fotografske reprezentacije kakve vizuelne percepcije,"['fotografija', 'scena', 'scenografija', 'slika', 'snimak']","(0.0, 0.0)",negative,Neutralan
ENG30-01434140-v,kime praćen biti,"['doneti', 'donositi', 'dovesti', 'dovoditi']","(0.0, 0.0)",positive,Negativan
ENG30-00094460-v,promeniti se (u pogledu fizičkih karakteristika i atributa),"['dobiti', 'doći u stanje', 'evoluirati', 'izgraditi', 'izgraditi se', 'narasti', 'postati', 'rasti', 'razvijati', 'razvijati se', 'razviti', 'razviti se', 'steći', 'usvojiti', 'zadobiti', 'zaraditi']","(0.0, 0.0)",positive,Neutralan
ENG30-02355596-v,postići bod ili cilj,"['dobijati', 'dobiti', 'dostići', 'dostignuti', 'postići', 'postignuti', 'realizovati', 'steći', 'zadobijati', 'zadobiti', 'zaraditi', 'zarađivati']","(0.0, 0.0)",positive,Neutralan
ENG30-01115585-v,odustati ili pristati na odustajanje od vlasti ili vlasništva u korist drugog,"['predati', 'predati se', 'predavati', 'prepuštati', 'prepustiti', 'pustiti', 'ustupati', 'ustupiti']","(0.0, 0.0)",negative,Negativan
ENG30-04213626-n,Spoljnja površina nekog objekta.,['strana'],"(0.0, 0.0)",negative,Neutralan
ENG30-10142747-n,Majka vašeg oca ili majke.,"['baba', 'baka', 'bakutaner']","(0.0, 0.0)",positive,Neutralan
ENG30-09433442-n,Zemlja duž ruba neke vode (jezera ili okeana ili reke).,['obala'],"(0.0, 0.0)",positive,Neutralan
ENG30-01223616-v,Umotati u talase ili lokne (o kosi).,"['uviti', 'ukovrčati', 'uvijati']","(0.0, 0.0)",negative,Negativan
ENG30-01129363-n,socijalizacija kroz obuku i obrazovanje,"['edukacija', 'kultivacija', 'kultura', 'obrazovanje']","(0.0, 0.0)",positive,Neutralan
ENG30-09433839-n,granična linija između zemlje i vode,['obala'],"(0.0, 0.0)",positive,Neutralan
ENG30-13939892-n,"Specifična pozicija koja se može identifikovati u kontinuumu, nizu i posebno procesu.","['stadij', 'stadijum', 'stepen', 'stupanj', 'nivo']","(0.0, 0.0)",positive,Neutralan
ENG30-03594148-n,koplje bačeno kao oružje ili na takmičarskim terenima,['koplje'],"(0.0, 0.0)",negative,Negativan
ENG30-13630545-n,"Mekani otrovni kovni metalni element; plavkastobeo kada se tek izvadi, ali odmah tamni u zagasitosivu.","['olovo', 'Pb', 'atomski broj 82']","(0.0, 0.0)",positive,Negativan
ENG30-08064130-n,Organizacija branilaca koja obezbeđuje otpor protiv napada.,['odbrana'],"(0.0, 0.0)",positive,Negativan
ENG30-01127245-n,čin prisiljavanja silom ili autoritetom,"['nametanje', 'prinuda', 'prisila', 'prisiljavanje']","(0.0, 0.0)",negative,Negativan
ENG30-00020827-n,ono što ima masu i zauzima prostor,['materija'],"(0.0, 0.0)",positive,Neutralan
ENG30-01985923-v,pasti ili se spustiti na niže mesto ili nivo,"['padati', 'pasti', 'potonuti', 'sniziti se', 'srušiti se', 'tonuti']","(0.0, 0.0)",negative,Negativan
ENG30-00599992-v,biti učenik određenog predmeta,"['čitati', 'čuti', 'naučiti', 'otkriti', 'proučavati', 'saznati', 'studirati', 'učiti']","(0.0, 0.0)",positive,Neutralan
ENG30-00597915-v,sticati znanja ili veštine,"['naučiti', 'saznati', 'saznavati', 'studirati', 'učiti']","(0.0, 0.0)",positive,Neutralan
ENG30-09887850-n,Društveni ili poslovni posetilac.,"['posetilac', 'posetitelj']","(0.0, 0.0)",positive,Neutralan
ENG30-01688589-n,"Lepih i živih boja, jedan od najl;epših tropskih guštera; živi na Sundskim ostrvima i na poluostrvu Malaka; hrani se insektima.",['zmaj'],"(0.0, 0.0)",negative,Negativan
ENG30-00356233-a,depresivnog izgleda ili karaktera,"['sumoran', 'utučen', 'jednoličan']","(0.0, 0.0)",negative,Negativan
ENG30-00056930-v,Doneti na svet novorođenče.,"['roditi', 'poroditi se', 'dobiti']","(0.0, 0.0)",positive,Negativan
ENG30-07452074-n,Društvena prilika u kojoj se vrši ceremonija sklapanja braka.,['svadba'],"(0.0, 0.0)",positive,Neutralan
ENG30-09282208-n,Zemlja po kojoj se kreću ljudi i životinje.,['tlo'],"(0.0, 0.0)",negative,Neutralan
ENG30-04749709-n,"razlika između suprotstavljenih činjenica, tvrdnji ili mišljenja","['devijacija', 'nesaglasnost', 'neslaganje', 'nesličnost', 'neusaglašenost', 'odstupanje', 'oprečnost', 'razlika', 'razmimoilaženje']","(0.0, 0.0)",positive,Neutralan
ENG30-05207130-n,nemati snagu da se šta izvede,"['nemoć', 'nesposobnost', 'slabost']","(0.0, 0.0)",negative,Negativan
ENG30-00920336-v,"otkriti, saznati ili odrediti sa sigurnošću, obično istraživanjem ili kakvim drugim naporom","['čuti', 'ispitati', 'kontrolisati', 'naučiti', 'odrediti', 'otkriti', 'otkrivati', 'pregledati', 'prekontrolisati', 'proveravati', 'proveriti', 'saznati', 'saznavati', 'shvatati', 'shvatiti', 'učiti', 'utvrditi', 'utvrđivati']","(0.0, 0.0)",positive,Neutralan
ENG30-11452218-n,"U fizici, termodinaička veličina koja koja je jednaka kapacitetu fizičkog sistema da vrši rad; jedinice za energiju su džul i erg",['energija'],"(0.0, 0.0)",positive,Neutralan
ENG30-00161243-n,Čin biranja ili odabiranja.,"['izbor', 'odabir']","(0.0, 0.0)",positive,Neutralan
ENG30-00555780-v,Ukloniti četkom ili kao četkom.,"['počistiti', 'odbaciti']","(0.0, 0.0)",negative,Negativan
ENG30-01805070-n,Tipična prepelica u starom svetu.,"['prepelica', 'žitarica', 'putpudajka', 'Coturnix coturnix', 'Coturnix communis']","(0.0, 0.0)",negative,Neutralan
ENG30-14475405-n,nesrećno stanje koje proizilazi iz nepovoljnih ishoda,"['karma', 'loša sreća', 'maler', 'nesreća', 'peh']","(0.0, 0.0)",negative,Negativan
ENG30-00549826-a,ponavljanje istog značenja različitim rečima,"['redundantan', 'suvišan', 'tautološki']","(0.0, 0.0)",negative,Neutralan
ENG30-00173338-v,"Ukloniti nešto konkretno, npr. dizanjem, guranjem, uklanjanjem, ili ukloniti nešto apstraktno.","['ukloniti', 'skloniti', 'otkloniti']","(0.0, 0.0)",negative,Neutralan
ENG30-02696920-a,koji se odnosi na ili koji odgovara građanima kao pojedincima,"['civilni', 'građanski']","(0.0, 0.0)",positive,Neutralan
